date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2022-10-15,Adjumani,Adjumani,Adjumani (refugee settlement),6416,3.34,31.78,vegetables and fruits,Leafy vegetables,765,KG,actual,Retail,UGX,900,0.24
2022-10-15,Amudat,Upe,Karita,2346,1.54,34.83,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,2880,0.75
2022-10-15,Amudat,Upe,Karita,2346,1.54,34.83,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,10000,2.61
2022-10-15,Amudat,Upe,Karita,2346,1.54,34.83,pulses and nuts,Beans,50,KG,actual,Retail,UGX,2660,0.7
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,cereals and tubers,Cassava (fresh),291,KG,actual,Retail,UGX,800,0.21
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,1975,0.52
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3625,0.95
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,cereals and tubers,Millet flour,900,KG,actual,Retail,UGX,6000,1.57
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,UGX,14286,3.73
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,milk and dairy,Milk (fresh),758,L,actual,Retail,UGX,2000,0.52
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,miscellaneous food,Salt,185,KG,actual,Retail,UGX,1675,0.44
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,non-food,Charcoal,446,KG,actual,Retail,UGX,444,0.12
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,non-food,Firewood,804,KG,actual,Retail,UGX,209,0.055
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,non-food,Sanitary pads,538,Packet,actual,Retail,UGX,2750,0.72
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,non-food,Underwear,1002,Unit,actual,Retail,UGX,3000,0.78
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,9875,2.58
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3563,0.93
2022-10-15,Arua,Terego,Imvepi (refugee settlement),6415,3.23,31.28,vegetables and fruits,Leafy vegetables,765,KG,actual,Retail,UGX,2151,0.56
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,cereals and tubers,Cassava (fresh),291,KG,actual,Retail,UGX,571,0.15
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,2467,0.64
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3278,0.86
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,cereals and tubers,Millet flour,900,KG,actual,Retail,UGX,3889,1.02
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,1967,0.51
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,UGX,17341,4.53
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,milk and dairy,Milk (fresh),758,L,actual,Retail,UGX,2000,0.52
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,non-food,Charcoal,446,KG,actual,Retail,UGX,379,0.099
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,non-food,Firewood,804,KG,actual,Retail,UGX,148,0.039
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,non-food,Laundry soap,540,KG,actual,Retail,UGX,5417,1.42
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,non-food,Sanitary pads,538,Packet,actual,Retail,UGX,2417,0.63
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,non-food,Underwear,1002,Unit,actual,Retail,UGX,2667,0.7
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,9222,2.41
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3333,0.87
2022-10-15,Arua,Terego,Rhino Camp (refugee settlement),6414,3.17,31.31,vegetables and fruits,Leafy vegetables,765,KG,actual,Retail,UGX,818,0.21
2022-10-15,Busia,Samia-bugwe,Busia,2665,0.47,34.09,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Busia,Samia-bugwe,Busia,2665,0.47,34.09,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,1820,0.48
2022-10-15,Busia,Samia-bugwe,Busia,2665,0.47,34.09,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Busia,Samia-bugwe,Busia,2665,0.47,34.09,cereals and tubers,Millet,73,KG,actual,Retail,UGX,2240,0.59
2022-10-15,Busia,Samia-bugwe,Busia,2665,0.47,34.09,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,1720,0.45
2022-10-15,Busia,Samia-bugwe,Busia,2665,0.47,34.09,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,9000,2.35
2022-10-15,Busia,Samia-bugwe,Busia,2665,0.47,34.09,pulses and nuts,Beans,50,KG,actual,Retail,UGX,4040,1.06
2022-10-15,Gulu,Gulu Municipality,Gulu,262,2.77,32.31,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3125,0.82
2022-10-15,Gulu,Gulu Municipality,Gulu,262,2.77,32.31,cereals and tubers,Millet,73,KG,actual,Retail,UGX,2500,0.65
2022-10-15,Gulu,Gulu Municipality,Gulu,262,2.77,32.31,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Gulu,Gulu Municipality,Gulu,262,2.77,32.31,pulses and nuts,Beans,50,KG,actual,Retail,UGX,5163,1.35
2022-10-15,Hoima,Bugahya,Hoima,6151,1.43,31.35,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,1500,0.39
2022-10-15,Hoima,Bugahya,Hoima,6151,1.43,31.35,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Hoima,Bugahya,Hoima,6151,1.43,31.35,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,4000,1.05
2022-10-15,Hoima,Bugahya,Hoima,6151,1.43,31.35,cereals and tubers,Millet,73,KG,actual,Retail,UGX,4000,1.05
2022-10-15,Hoima,Bugahya,Hoima,6151,1.43,31.35,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,9000,2.35
2022-10-15,Hoima,Bugahya,Hoima,6151,1.43,31.35,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3400,0.89
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,cereals and tubers,Cassava (fresh),291,KG,actual,Retail,UGX,800,0.21
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,1867,0.49
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3367,0.88
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,cereals and tubers,Millet flour,900,KG,actual,Retail,UGX,3667,0.96
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,2667,0.7
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,UGX,25000,6.53
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,milk and dairy,Milk (fresh),758,L,actual,Retail,UGX,2000,0.52
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,miscellaneous food,Salt,185,KG,actual,Retail,UGX,1733,0.45
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,non-food,Charcoal,446,KG,actual,Retail,UGX,714,0.19
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,non-food,Firewood,804,KG,actual,Retail,UGX,354,0.093
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,non-food,Laundry soap,540,KG,actual,Retail,UGX,6000,1.57
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,non-food,Sanitary pads,538,Packet,actual,Retail,UGX,2800,0.73
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,non-food,Underwear,1002,Unit,actual,Retail,UGX,3000,0.78
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,11333,2.96
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3667,0.96
2022-10-15,Hoima,Buhaguzi,Kyangwali (refugee settlement),6413,1.16,30.75,vegetables and fruits,Leafy vegetables,765,KG,actual,Retail,UGX,1900,0.5
2022-10-15,Iganga,Kigulu,Iganga,259,0.61,33.47,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Iganga,Kigulu,Iganga,259,0.61,33.47,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,1800,0.47
2022-10-15,Iganga,Kigulu,Iganga,259,0.61,33.47,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3500,0.91
2022-10-15,Iganga,Kigulu,Iganga,259,0.61,33.47,cereals and tubers,Millet,73,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Iganga,Kigulu,Iganga,259,0.61,33.47,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,1850,0.48
2022-10-15,Iganga,Kigulu,Iganga,259,0.61,33.47,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,10000,2.61
2022-10-15,Iganga,Kigulu,Iganga,259,0.61,33.47,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3950,1.03
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,cereals and tubers,Cassava (fresh),291,KG,actual,Retail,UGX,1250,0.33
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3500,0.91
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,cereals and tubers,Millet flour,900,KG,actual,Retail,UGX,4250,1.11
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,2500,0.65
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,UGX,32500,8.49
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,milk and dairy,Milk (fresh),758,L,actual,Retail,UGX,1400,0.37
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,miscellaneous food,Salt,185,KG,actual,Retail,UGX,1733,0.45
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,non-food,Charcoal,446,KG,actual,Retail,UGX,1213,0.32
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,non-food,Firewood,804,KG,actual,Retail,UGX,545,0.14
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,non-food,Laundry soap,540,KG,actual,Retail,UGX,4000,1.05
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,non-food,Sanitary pads,538,Packet,actual,Retail,UGX,3000,0.78
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,non-food,Underwear,1002,Unit,actual,Retail,UGX,4000,1.05
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,10667,2.79
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,pulses and nuts,Beans,50,KG,actual,Retail,UGX,4000,1.05
2022-10-15,Isingiro,Bukanga,Nakivale (refugee settlement),6412,-0.78,30.96,vegetables and fruits,Leafy vegetables,765,KG,actual,Retail,UGX,1010,0.26
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,cereals and tubers,Cassava (fresh),291,KG,actual,Retail,UGX,769,0.2
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,2300,0.6
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3833,1
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,cereals and tubers,Millet flour,900,KG,actual,Retail,UGX,3750,0.98
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,2050,0.54
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,UGX,17500,4.57
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,miscellaneous food,Salt,185,KG,actual,Retail,UGX,1800,0.47
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,non-food,Charcoal,446,KG,actual,Retail,UGX,714,0.19
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,non-food,Firewood,804,KG,actual,Retail,UGX,500,0.13
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,non-food,Laundry soap,540,KG,actual,Retail,UGX,4000,1.05
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,non-food,Sanitary pads,538,Packet,actual,Retail,UGX,2500,0.65
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,non-food,Underwear,1002,Unit,actual,Retail,UGX,4000,1.05
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,10000,2.61
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3250,0.85
2022-10-15,Isingiro,Bukanga,Oruchinga (refugee settlement),6411,-0.94,30.76,vegetables and fruits,Leafy vegetables,765,KG,actual,Retail,UGX,1214,0.32
2022-10-15,Jinja,Jinja Municipality,Jinja,260,0.42,33.2,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,2575,0.67
2022-10-15,Jinja,Jinja Municipality,Jinja,260,0.42,33.2,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,2450,0.64
2022-10-15,Jinja,Jinja Municipality,Jinja,260,0.42,33.2,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3425,0.9
2022-10-15,Jinja,Jinja Municipality,Jinja,260,0.42,33.2,cereals and tubers,Millet,73,KG,actual,Retail,UGX,2700,0.71
2022-10-15,Jinja,Jinja Municipality,Jinja,260,0.42,33.2,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,2300,0.6
2022-10-15,Jinja,Jinja Municipality,Jinja,260,0.42,33.2,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,9125,2.38
2022-10-15,Jinja,Jinja Municipality,Jinja,260,0.42,33.2,pulses and nuts,Beans,50,KG,actual,Retail,UGX,4325,1.13
2022-10-15,Kaabong,Dodoth,Kaabong,2345,3.54,34.12,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,2400,0.63
2022-10-15,Kaabong,Dodoth,Kaabong,2345,3.54,34.12,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,1529,0.4
2022-10-15,Kaabong,Dodoth,Kaabong,2345,3.54,34.12,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3460,0.9
2022-10-15,Kaabong,Dodoth,Kaabong,2345,3.54,34.12,cereals and tubers,Millet,73,KG,actual,Retail,UGX,2500,0.65
2022-10-15,Kaabong,Dodoth,Kaabong,2345,3.54,34.12,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,1370,0.36
2022-10-15,Kaabong,Dodoth,Kaabong,2345,3.54,34.12,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,9000,2.35
2022-10-15,Kaabong,Dodoth,Kaabong,2345,3.54,34.12,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3260,0.85
2022-10-15,Kaabong,Dodoth,Karenga,7957,3.57,33.7,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Kaabong,Dodoth,Karenga,7957,3.57,33.7,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,958,0.25
2022-10-15,Kaabong,Dodoth,Karenga,7957,3.57,33.7,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3750,0.98
2022-10-15,Kaabong,Dodoth,Karenga,7957,3.57,33.7,cereals and tubers,Millet,73,KG,actual,Retail,UGX,2083,0.54
2022-10-15,Kaabong,Dodoth,Karenga,7957,3.57,33.7,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,1125,0.29
2022-10-15,Kaabong,Dodoth,Karenga,7957,3.57,33.7,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,10000,2.61
2022-10-15,Kaabong,Dodoth,Karenga,7957,3.57,33.7,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Kabarole,Fort Portal Municipality,Fort Portal,6292,0.66,30.28,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,2500,0.65
2022-10-15,Kabarole,Fort Portal Municipality,Fort Portal,6292,0.66,30.28,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Kabarole,Fort Portal Municipality,Fort Portal,6292,0.66,30.28,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,4500,1.18
2022-10-15,Kabarole,Fort Portal Municipality,Fort Portal,6292,0.66,30.28,cereals and tubers,Millet,73,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Kabarole,Fort Portal Municipality,Fort Portal,6292,0.66,30.28,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Kabarole,Fort Portal Municipality,Fort Portal,6292,0.66,30.28,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,10000,2.61
2022-10-15,Kabarole,Fort Portal Municipality,Fort Portal,6292,0.66,30.28,pulses and nuts,Beans,50,KG,actual,Retail,UGX,4500,1.18
2022-10-15,Kampala,Central Kampala,Owino,258,0.32,32.57,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,2500,0.65
2022-10-15,Kampala,Central Kampala,Owino,258,0.32,32.57,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Kampala,Central Kampala,Owino,258,0.32,32.57,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,4000,1.05
2022-10-15,Kampala,Central Kampala,Owino,258,0.32,32.57,cereals and tubers,Millet,73,KG,actual,Retail,UGX,4000,1.05
2022-10-15,Kampala,Central Kampala,Owino,258,0.32,32.57,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,4000,1.05
2022-10-15,Kampala,Central Kampala,Owino,258,0.32,32.57,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,12750,3.33
2022-10-15,Kampala,Central Kampala,Owino,258,0.32,32.57,pulses and nuts,Beans,50,KG,actual,Retail,UGX,4750,1.24
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,cereals and tubers,Cassava (fresh),291,KG,actual,Retail,UGX,800,0.21
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,2130,0.56
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,4500,1.18
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,cereals and tubers,Millet flour,900,KG,actual,Retail,UGX,4050,1.06
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,1750,0.46
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,UGX,24000,6.27
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,miscellaneous food,Salt,185,KG,actual,Retail,UGX,1600,0.42
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,non-food,Charcoal,446,KG,actual,Retail,UGX,800,0.21
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,non-food,Firewood,804,KG,actual,Retail,UGX,160,0.042
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,non-food,Laundry soap,540,KG,actual,Retail,UGX,7000,1.83
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,non-food,Sanitary pads,538,Packet,actual,Retail,UGX,3250,0.85
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,non-food,Underwear,1002,Unit,actual,Retail,UGX,2750,0.72
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,10500,2.74
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,pulses and nuts,Beans,50,KG,actual,Retail,UGX,3200,0.84
2022-10-15,Kamwenge,Kibale,Rwamwanja (refugee settlement),6410,0.31,30.68,vegetables and fruits,Leafy vegetables,765,KG,actual,Retail,UGX,1200,0.31
2022-10-15,Kasese,Busongora,Kasese,6149,0.17,30.07,cereals and tubers,Cassava flour,74,KG,actual,Retail,UGX,2400,0.63
2022-10-15,Kasese,Busongora,Kasese,6149,0.17,30.07,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Kasese,Busongora,Kasese,6149,0.17,30.07,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3500,0.91
2022-10-15,Kasese,Busongora,Kasese,6149,0.17,30.07,cereals and tubers,Millet,73,KG,actual,Retail,UGX,3200,0.84
2022-10-15,Kasese,Busongora,Kasese,6149,0.17,30.07,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,1800,0.47
2022-10-15,Kasese,Busongora,Kasese,6149,0.17,30.07,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,10400,2.72
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,1992,0.52
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3592,0.94
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,cereals and tubers,Millet flour,900,KG,actual,Retail,UGX,4500,1.18
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,2300,0.6
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,UGX,20000,5.23
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,milk and dairy,Milk (fresh),758,L,actual,Retail,UGX,1600,0.42
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,miscellaneous food,Salt,185,KG,actual,Retail,UGX,1400,0.37
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,non-food,Charcoal,446,KG,actual,Retail,UGX,1667,0.44
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,non-food,Firewood,804,KG,actual,Retail,UGX,370,0.097
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,non-food,Laundry soap,540,KG,actual,Retail,UGX,3500,0.91
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,non-food,Sanitary pads,538,Packet,actual,Retail,UGX,2500,0.65
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,non-food,Underwear,1002,Unit,actual,Retail,UGX,2500,0.65
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,oil and fats,Oil (vegetable),96,L,actual,Retail,UGX,9833,2.57
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,pulses and nuts,Beans,50,KG,actual,Retail,UGX,4417,1.15
2022-10-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),6409,1.94,32.21,vegetables and fruits,Leafy vegetables,765,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Koboko,Koboko,Lobule (refugee settlement),6408,3.39,31.03,cereals and tubers,Cassava (fresh),291,KG,actual,Retail,UGX,952,0.25
2022-10-15,Koboko,Koboko,Lobule (refugee settlement),6408,3.39,31.03,cereals and tubers,Maize (white),67,KG,actual,Retail,UGX,2000,0.52
2022-10-15,Koboko,Koboko,Lobule (refugee settlement),6408,3.39,31.03,cereals and tubers,Maize flour,76,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Koboko,Koboko,Lobule (refugee settlement),6408,3.39,31.03,cereals and tubers,Millet flour,900,KG,actual,Retail,UGX,3500,0.91
2022-10-15,Koboko,Koboko,Lobule (refugee settlement),6408,3.39,31.03,cereals and tubers,Sorghum,65,KG,actual,Retail,UGX,3000,0.78
2022-10-15,Koboko,Koboko,Lobule (refugee settlement),6408,3.39,31.03,"meat, fish and eggs",Fish (dry),171,KG,actual,Retail,UGX,14706,3.84
